formula_pretty,formation_energy_per_atom,density,spacegroup_number,volume_per_atom,mean MeltingT,mean CovalentRadius,avg_dev CovalentRadius,range Electronegativity,mean Electronegativity,mean NpValence,mean NdValence,range GSvolume_pa,d_electron_density,chem_geo_coupling,range Polarizability,mean Polarizability
InGa2Sn,1.199431425,0.650301037,71,238.0966131,385.1625,131.25,9.25,0.18,1.84,1.25,10,14.4275,0.419903422,17.02,2.59,8.2375
TlSnPb2,1.201072304,1.052960387,71,290.7603296,570.825,144,2.5,0.71,2.06,1.75,10,6.375,0.343598334,5.15,0.555,7.15
Mg2CdSn,1.100258949,0.416673169,71,278.6982032,736.325,141.25,1.375,0.65,1.5675,0.5,5,13.79,0.202922078,2.1553125,3.706666667,8.978333333
In2SnPb,1.257115335,0.561476892,71,410.7496892,491.2975,142.25,1.875,0.55,1.9625,1.5,10,9.025,0.363917573,3.6796875,2.655,8.33875
AgSnAu2,1.18145408,1.077701028,71,239.0234608,1103.6675,139,3,0.61,2.2425,0.5,10,16.955,0.481840631,6.7275,1.26,6.4125
SrSnHg2,0.869868547,0.683616489,71,368.9181379,505.93,149.5,22.75,1.05,1.7275,0.5,7.5,28.99241379,0.217406787,39.300625,20.19,10.8325
CaSnHg2,0.916321217,0.675432885,71,344.1677038,522.18,144.75,15.625,1,1.74,0.5,7.5,12.53241379,0.246852279,27.1875,20.37333333,10.87833333
NaAg2Sn,1.192722675,0.540302603,71,274.6316231,836.4525,148.75,8.625,1.03,1.6875,0.5,7.5,16.955,0.315164674,14.5546875,17.12,11.2875
Li2SnBi,1.040334497,0.536132741,71,264.4840872,489.215,135.75,7.75,1.04,1.485,1.25,5,16.69166667,0.201163395,11.50875,23.935,14.0325
LiMgSn2,1.180168178,0.41927297,71,266.0142796,596.7125,136.75,4.375,0.98,1.5525,1,5,16.69166667,0.18858436,6.7921875,17.275,12.30541667
Li2GaSn,1.171205485,0.351699359,71,238.806208,428.8425,129.25,4.875,0.98,1.4325,0.75,5,16.69166667,0.234386445,6.9834375,17.275,15.9625
Li2SnPb,1.196750042,0.504524803,71,279.5887768,503.2675,135.25,7.25,1.35,1.5625,1,5,16.69166667,0.211457471,11.328125,17.34,15.68125
Sr2AgSn,0.973718495,0.427953789,71,389.7820489,960.0025,168.5,26.5,1.01,1.4475,0.5,5,37.9,0.12652222,38.35875,18.56,16.2875
Sr2LiSn,1.118031815,0.296871976,71,420.7548209,764.6925,164.25,30.75,1.01,1.21,0.5,2.5,37.63666667,0.0631559,37.2075,18.49,20.62375
Ca2SnAu,0.874506139,0.502819901,71,326.8046093,1018.1025,156.75,19.25,1.54,1.625,0.5,5,21.07,0.159330811,31.28125,19.93333333,16.08166667
CdSnPd2,1.174848464,0.818347087,71,225.2145197,1188.85,140.25,1.875,0.51,2.0125,0.5,10,18.875,0.490196078,3.7734375,2.52,5.995
Sr2ZnSn,1.061159627,0.365319466,71,408.3615261,824.44,162.75,32.25,1.01,1.3775,0.5,5,40.27,0.128448027,44.424375,19.73333333,15.99416667
LiCa2Sn,1.18804262,0.233514857,71,365.8766815,797.1925,154.75,21.25,0.98,1.235,0.5,2.5,21.17666667,0.07973316,26.24375,18.67333333,20.71541667
Ca2ZnSn,1.191587751,0.310946647,71,352.824967,856.94,153.25,22.75,0.96,1.4025,0.5,5,23.81,0.162886346,31.906875,19.91666667,16.08583333
Ca2TlSn,1.180613268,0.425556711,71,393.3736672,828.02,159,17,0.96,1.395,0.75,5,10.86,0.147345931,23.715,18.67333333,16.51916667
SnPd2Au,1.443995434,1.007875383,71,217.691201,1374.6275,138.25,1.125,0.58,2.225,0.5,10,18.875,0.507582006,2.503125,2.26,5.615
AgSnPd2,1.524319605,0.835065373,71,218.4472951,1349.0275,140.5,2.25,0.27,2.0725,0.5,10,18.875,0.509976414,4.663125,2.26,5.9125
CaSnPd2,1.216099199,0.60824398,71,253.6411507,1319.045,148.25,13.875,1.2,1.84,0.5,7.5,23.36,0.300375469,25.53,20.93333333,10.59833333
MgSnPt2,1.350625013,1.213430335,71,182.4108018,1377.72,138,2,0.97,1.9575,0.5,7,18.265,0.324769472,3.915,4.266666667,7.706666667
InHg,-0.010396109,10.20918077,166,25.65079989,332.035,137,5,0.22,1.89,0.5,10,0.977586207,0.404060107,9.45,4.29,7.505
Ca3Hg2,-0.505499445,5.710043133,127,30.32650706,762.728,158.4,21.12,1,1.4,0,4,12.53241379,0.122111176,29.568,20.37333333,17.584
CaHg,-0.592781649,7.550182417,221,26.46549408,674.66,154,22,1,1.5,0,5,12.53241379,0.158711047,33,20.37333333,15.54666667
TlHg3,-0.027266808,12.06289703,221,27.74310859,319.99,135.25,4.875,0.38,1.905,0.25,10,1.672413793,0.389777088,9.286875,2.19,5.9075
Li3Hg,-0.293955132,5.390861991,225,17.05037789,398.8475,129,1.5,1.02,1.235,0,2.5,8.644252874,0.133302076,1.8525,18.975,19.59125
Mg2Hg,-0.172939821,6.6152595,62,20.85110118,693.44,138,4,0.69,1.54,0,3.333333333,2.347586207,0.140810193,6.16,5.406666667,8.964444444
Mg149Hg,-0.00068009,1.854373534,187,22.81682849,918.4088,140.94,0.1192,0.69,1.3146,0,0.066666667,2.347586207,0.00291049,0.15670032,5.406666667,10.73062222
Ca3Hg,-0.329450113,3.738647322,62,35.62389948,894.83,165,16.5,1,1.25,0,2.5,12.53241379,0.072177367,20.625,20.37333333,20.64
SrHg2,-0.483182255,9.277138094,191,29.16386094,506.2133333,153,28,1.05,1.65,0,6.666666667,28.99241379,0.191012531,46.2,20.19,12.09
Sr3Hg,-0.272894896,4.362377605,62,44.10306145,846.08,179.25,23.625,1.05,1.2125,0,2.5,28.99241379,0.053211986,28.6453125,20.19,20.5025
SrHg3,-0.415845341,10.02829688,63,28.53822142,438.24,147.75,23.625,1.05,1.7375,0,7.5,28.99241379,0.230870887,41.0484375,20.19,10.4075
Cd2Hg,0.004843204,10.19725721,139,23.09160953,474.2533333,140,5.333333333,0.31,1.793333333,0,10,5.742586207,0.467089015,9.564444444,1.96,6.666666667
CaHg3,-0.416344747,10.41051361,63,25.59464688,454.49,143,16.5,1,1.75,0,7.5,12.53241379,0.264357338,28.875,20.37333333,10.45333333
Ca5Hg3,-0.473387673,5.408172554,140,30.78715602,784.745,159.5,20.625,1,1.375,0,3.75,12.53241379,0.113394645,28.359375,20.37333333,18.09333333
LiHg3,-0.18788351,11.46797949,139,22.0350149,289.1625,131,1.5,1.02,1.745,0,7.5,8.644252874,0.325005635,2.6175,18.975,10.10375
Na3Hg,-0.137825918,3.956361797,194,28.28443052,336.7325,157.5,12.75,1.07,1.1975,0,2.5,4.005747126,0.088520967,15.268125,18.75,19.4225
SrHg3,-0.406317833,10.4901261,59,27.28182236,438.24,147.75,23.625,1.05,1.7375,0,7.5,28.99241379,0.230870887,41.0484375,20.19,10.4075
Sr14Hg51,-0.351207156,10.54389086,174,27.75856643,410.0049231,145.5692308,21.29325444,1.05,1.773846154,0,7.846153846,28.99241379,0.249225824,37.77095749,20.19,9.708615385
TlHg,-0.003333104,11.83363568,221,28.41366778,405.66,138.5,6.5,0.38,1.81,0.5,10,1.672413793,0.38352686,11.765,2.19,6.455
NaHg3,-0.197312286,10.57073185,225,24.53562391,268.4575,140.5,12.75,1.07,1.7325,0,7.5,4.005747126,0.285833813,22.089375,18.75,10.0475
Li3Hg,-0.279719744,5.265381987,194,17.45670767,398.8475,129,1.5,1.02,1.235,0,2.5,8.644252874,0.133302076,1.8525,18.975,19.59125
MgZn3,-0.046981436,5.869059704,221,15.5988361,750.26,126.75,7.125,0.34,1.565,0,7.5,8.93,0.463177397,11.150625,4.95,7.054166667
MgZn,-0.052997437,4.301303489,123,17.31726234,807.84,131.5,9.5,0.34,1.48,0,5,8.93,0.271370421,14.06,4.95,8.291666667
Mg7Zn,0.027453056,2.32209141,187,21.05483511,894.21,138.625,4.15625,0.34,1.3525,0,1.25,8.93,0.057408577,5.621328125,4.95,10.14791667
Mg3Zn,0.003091001,2.938871676,221,19.53916597,865.42,136.25,7.125,0.34,1.395,0,2.5,8.93,0.121021421,9.939375,4.95,9.529166667
ZnAu4,-0.067985159,16.10196207,166,17.59905935,1208.4,133.2,4.48,0.89,2.362,0,10,2.74,0.619118375,10.58176,0.016666667,5.803333333
Mg2Zn,-0.011951768,3.315623853,12,19.03442733,846.2266667,134.6666667,8.444444444,0.34,1.423333333,0,3.333333333,8.93,0.167392032,12.01925926,4.95,9.116666667
Mg2Zn,-0.011022498,3.347086851,63,18.85550154,846.2266667,134.6666667,8.444444444,0.34,1.423333333,0,3.333333333,8.93,0.167392032,12.01925926,4.95,9.116666667
Mg5Zn,0.025217011,2.517915909,189,20.54683457,884.6133333,137.8333333,5.277777778,0.34,1.366666667,0,1.666666667,8.93,0.077875555,7.212962963,4.95,9.941666667
Mg5Zn,0.026873366,2.500100757,155,20.69324666,884.6133333,137.8333333,5.277777778,0.34,1.366666667,0,1.666666667,8.93,0.077875555,7.212962963,4.95,9.941666667
Mg3Zn,0.010816961,2.906654384,139,19.75573766,865.42,136.25,7.125,0.34,1.395,0,2.5,8.93,0.121021421,9.939375,4.95,9.529166667
CaZn3,-0.201286772,4.962548466,194,19.76775073,798.26,135.5,20.25,0.65,1.4875,0,7.5,23.81,0.376647834,30.121875,19.91666667,10.79583333
Mg5Zn,0.029655784,2.496448965,8,20.72351663,884.6133333,137.8333333,5.277777778,0.34,1.366666667,0,1.666666667,8.93,0.077875555,7.212962963,4.95,9.941666667
Zn3In,0.066450947,6.819002788,63,18.9361403,626.9475,127,7.5,0.13,1.6825,0.25,10,10.3,0.604777744,12.61875,3.833333333,6.775
MgZn,-0.039215334,3.935115887,38,18.92874392,807.84,131.5,9.5,0.34,1.48,0,5,8.93,0.271370421,14.06,4.95,8.291666667
Mg2Zn,-0.00333512,3.329700699,15,18.95395622,846.2266667,134.6666667,8.444444444,0.34,1.423333333,0,3.333333333,8.93,0.167392032,12.01925926,4.95,9.116666667
Mg3Zn,0.015225069,2.89712017,25,19.82075236,865.42,136.25,7.125,0.34,1.395,0,2.5,8.93,0.121021421,9.939375,4.95,9.529166667
MgZn,-0.035028392,4.215901675,12,17.66805933,807.84,131.5,9.5,0.34,1.48,0,5,8.93,0.271370421,14.06,4.95,8.291666667
Mg3Zn,0.018148486,2.844824931,187,20.18510905,865.42,136.25,7.125,0.34,1.395,0,2.5,8.93,0.121021421,9.939375,4.95,9.529166667
MgZn3,-0.027254804,5.555204031,139,16.48013283,750.26,126.75,7.125,0.34,1.565,0,7.5,8.93,0.463177397,11.150625,4.95,7.054166667
ZnNi4,-0.029161446,8.863996153,166,11.24695737,1520.936,123.6,0.64,0.26,1.858,0,8.4,3.64,0.76031861,1.18912,0.983333333,6.603333333
MgZn2,-0.057302883,5.055191601,63,16.98503387,769.4533333,128.3333333,8.444444444,0.34,1.536666667,0,6.666666667,8.93,0.393623302,12.9762963,4.95,7.466666667
MgZn5,0.006967283,6.091204199,8,15.96374001,731.0666667,125.1666667,5.277777778,0.34,1.593333333,0,8.333333333,8.93,0.539432517,8.409259259,4.95,6.641666667
Mg3Zn,0.023595844,2.807680161,44,20.45215202,865.42,136.25,7.125,0.34,1.395,0,2.5,8.93,0.121021421,9.939375,4.95,9.529166667
Mg2Zn,0.00635645,3.178579247,38,19.85509763,846.2266667,134.6666667,8.444444444,0.34,1.423333333,0,3.333333333,8.93,0.167392032,12.01925926,4.95,9.116666667
LiZn3,-0.085933487,5.63663098,187,14.96321128,632.9325,123.5,2.25,0.67,1.4825,0,7.5,2.633333333,0.513054384,3.335625,18.51833333,10.44625
Mg2Zn,0.009352788,3.16425577,12,19.9449747,846.2266667,134.6666667,8.444444444,0.34,1.423333333,0,3.333333333,8.93,0.167392032,12.01925926,4.95,9.116666667
MgZn2,-0.05028516,5.007277455,63,17.14756198,769.4533333,128.3333333,8.444444444,0.34,1.536666667,0,6.666666667,8.93,0.393623302,12.9762963,4.95,7.466666667
Mg2Zn,0.010089338,3.168061296,63,19.92101648,846.2266667,134.6666667,8.444444444,0.34,1.423333333,0,3.333333333,8.93,0.167392032,12.01925926,4.95,9.116666667
Na3Zn,0.059710468,1.90622169,194,29.26475328,451.3225,155,16.5,0.72,1.11,0,2.5,15.28333333,0.098338086,18.315,18.29333333,19.53666667
Zn3Cu,0.001051138,7.693277013,65,14.01753811,858.9525,124.5,3.75,0.25,1.7125,0,10,2.89,0.755429651,6.421875,0.333333333,5.9
MgZn,-0.023636267,4.087066398,38,18.22500387,807.84,131.5,9.5,0.34,1.48,0,5,8.93,0.271370421,14.06,4.95,8.291666667
Mg5Zn,0.048721694,2.411182632,187,21.45635961,884.6133333,137.8333333,5.277777778,0.34,1.366666667,0,1.666666667,8.93,0.077875555,7.212962963,4.95,9.941666667
MgZn,-0.021685591,4.033405725,5,18.46747042,807.84,131.5,9.5,0.34,1.48,0,5,8.93,0.271370421,14.06,4.95,8.291666667
MgZn3,-0.013537836,5.506519115,44,16.62583902,750.26,126.75,7.125,0.34,1.565,0,7.5,8.93,0.463177397,11.150625,4.95,7.054166667
Mg3Zn,0.032553051,2.836778467,225,20.2423637,865.42,136.25,7.125,0.34,1.395,0,2.5,8.93,0.121021421,9.939375,4.95,9.529166667
MgZn3,-0.013158336,5.528409293,25,16.56000768,750.26,126.75,7.125,0.34,1.565,0,7.5,8.93,0.463177397,11.150625,4.95,7.054166667
Mg2Zn,0.015050798,3.185268196,189,19.81340264,846.2266667,134.6666667,8.444444444,0.34,1.423333333,0,3.333333333,8.93,0.167392032,12.01925926,4.95,9.116666667
Mg2Zn,0.017774723,3.185975795,8,19.80900212,846.2266667,134.6666667,8.444444444,0.34,1.423333333,0,3.333333333,8.93,0.167392032,12.01925926,4.95,9.116666667
Mg2Zn,0.018869967,3.167814477,12,19.92256861,846.2266667,134.6666667,8.444444444,0.34,1.423333333,0,3.333333333,8.93,0.167392032,12.01925926,4.95,9.116666667
Mg2Zn,0.019329847,3.135044514,187,20.13081505,846.2266667,134.6666667,8.444444444,0.34,1.423333333,0,3.333333333,8.93,0.167392032,12.01925926,4.95,9.116666667
Na3Zn,0.068879619,1.915468028,139,29.12348662,451.3225,155,16.5,0.72,1.11,0,2.5,15.28333333,0.098338086,18.315,18.29333333,19.53666667
Mg2Zn,0.020084417,3.156111097,194,19.99644478,846.2266667,134.6666667,8.444444444,0.34,1.423333333,0,3.333333333,8.93,0.167392032,12.01925926,4.95,9.116666667
ZnIn3,0.091540633,6.884273786,139,24.71551628,495.4825,137,7.5,0.13,1.7475,0.75,10,10.3,0.461148259,13.10625,3.833333333,8.691666667
Na3Zn,0.070100692,1.941840381,221,28.72795725,451.3225,155,16.5,0.72,1.11,0,2.5,15.28333333,0.098338086,18.315,18.29333333,19.53666667
MgZn2,-0.03852053,5.043374832,15,17.02483028,769.4533333,128.3333333,8.444444444,0.34,1.536666667,0,6.666666667,8.93,0.393623302,12.9762963,4.95,7.466666667
Mg2Zn,0.021581827,3.129494472,155,20.1665163,846.2266667,134.6666667,8.444444444,0.34,1.423333333,0,3.333333333,8.93,0.167392032,12.01925926,4.95,9.116666667
MgZn,-0.011085629,4.08728218,8,18.2240417,807.84,131.5,9.5,0.34,1.48,0,5,8.93,0.271370421,14.06,4.95,8.291666667
Zn3Sn,0.098808205,6.711261017,2,19.4808841,645.78,126.25,6.375,0.31,1.7275,0.5,10,19.325,0.532162576,11.0128125,1.243333333,6.1275
ZnIn3,0.099330254,6.788234964,63,25.06518731,495.4825,137,7.5,0.13,1.7475,0.75,10,10.3,0.461148259,13.10625,3.833333333,8.691666667
Li2SnPt,-0.478891898,9.218631781,225,14.75595327,863.465,132.75,4.75,1.3,1.55,0.5,4.75,18.265,0.233152674,7.3625,17.835,15.5575
Li2SnIr,-0.23374328,9.35315622,225,14.41647132,1037.865,134,6,1.22,1.53,0.5,4.25,19.075,0.210704621,9.18,17.275,15.8325
LiAlAu,-0.435558562,8.377786325,194,15.25464159,908.1633333,128.3333333,5.111111111,1.56,1.71,0.333333333,3.333333333,0.22,0.200910796,8.74,18.535,12.31166667
LiAlPt,-0.794559245,9.360201666,194,13.54224041,1142.853333,128.3333333,5.111111111,1.3,1.623333333,0.333333333,3,1.573333333,0.187136124,8.297037037,17.835,12.545
CaAlPd,-0.753648914,4.596145226,57,20.89211263,1292.173333,145.3333333,20.44444444,1.2,1.603333333,0.333333333,3.333333333,23.36,0.145645208,32.77925926,20.93333333,12.44444444
CaIn2Rh,-0.626151463,6.913075306,62,22.37604862,1052.875,150.5,12.75,1.28,1.71,0.5,7,24.13,0.280196137,21.8025,17.13333333,13.40833333
LiCaSn,-0.560958359,3.629513865,187,25.27422764,691.2566667,147.6666667,18.88888889,0.98,1.313333333,0.666666667,3.333333333,21.17666667,0.114092301,24.80740741,18.67333333,19.04277778
Ca2BiAu,-0.921501956,7.378631781,225,27.3490057,1027.9325,159,17,1.54,1.64,0.75,5,21.07,0.159757169,27.88,25.33333333,14.41666667
Ca2TlZn,-0.343901706,5.476212049,225,26.52850265,874.92,154.75,21.25,0.65,1.3175,0.25,5,23.81,0.171806546,27.996875,19.91666667,16.20833333
Ca2Bi3Au10,-0.361512483,13.44690715,160,22.03663788,1149.1,143.7333333,10.31111111,1.54,2.230666667,0.6,8.666666667,21.07,0.380796157,23.00065185,25.33333333,7.377777778
CaZnPb,-0.377030583,6.95524809,186,24.88427791,802.7633333,148,18.66666667,1.33,1.66,0.666666667,6.666666667,23.81,0.250501002,30.98666667,19.91666667,12.84833333
LiCa2Ga,-0.300475354,2.497559296,225,26.06602142,746.65,150.5,25.5,0.83,1.1975,0.25,2.5,21.17666667,0.090097531,30.53625,17.61333333,20.98041667
Ca4AlZn43,-0.163823255,6.356194825,21,16.32730931,732.8897917,126.4791667,8.253472222,0.65,1.595,0.020833333,8.958333333,23.81,0.560012503,13.16428819,19.91666667,7.496875
Ca(Al4Ni)2,-0.383928015,3.503535022,55,16.08525103,1094.432727,126.5454545,8.991735537,0.91,1.609090909,0.727272727,1.454545455,27.45,0.084099869,14.46851991,18.93333333,8.521212121
SrMg3,-6.68E-05,2.346103509,225,28.40610379,954.75,154.5,20.25,0.36,1.22,0,0,31.34,0,24.705,14.78333333,14.4625
Mg2Zn,0.00635645,3.178579247,38,19.85509763,846.2266667,134.6666667,8.444444444,0.34,1.423333333,0,3.333333333,8.93,0.167392032,12.01925926,4.95,9.116666667
MgSn2,-0.0060052,5.632314669,155,25.72089882,644.3866667,139.6666667,0.888888889,0.65,1.743333333,1.333333333,6.666666667,10.395,0.223563604,1.54962963,3.706666667,8.295555556
Ca2Mg,0.018847423,1.641628787,15,35.22143639,1051,164.3333333,15.55555556,0.31,1.103333333,0,0,14.88,0,17.16296296,14.96666667,20.74444444
Mg2In,0.002879473,4.030926869,63,22.44137121,758.5833333,141.3333333,0.444444444,0.47,1.466666667,0.333333333,3.333333333,1.37,0.142775557,0.651851852,1.116666667,10.39444444
Mg3Sn,-0.047394445,3.400936821,25,23.39067259,818.52,140.5,0.75,0.65,1.4725,0.5,2.5,10.395,0.098082487,1.104375,3.706666667,9.84
MgSn5,0.036225988,6.336072763,8,26.9875995,574.7333333,139.3333333,0.555555556,0.65,1.851666667,1.666666667,8.333333333,10.395,0.264110081,1.028703704,3.706666667,7.677777778
Mg5Sn,-0.005492718,2.904896655,38,22.88776791,853.3466667,140.6666667,0.555555556,0.65,1.418333333,0.333333333,1.666666667,10.395,0.067688767,0.787962963,3.706666667,10.14888889
MgCd5,0.046514936,7.590106774,187,21.38032477,649.0166667,143.5,0.833333333,0.38,1.626666667,0,8.333333333,3.395,0.415403149,1.355555556,3.446666667,7.894444444
CaMg3,-0.009926179,1.746375026,221,26.85982219,971,149.75,13.125,0.31,1.2325,0,0,14.88,0,16.1765625,14.96666667,14.50833333
Sr2Mg,0.03435037,2.556380808,12,43.20590879,1007.666667,177,24,0.36,1.07,0,0,31.34,0,25.68,14.78333333,20.62222222
SrMg,0.011816786,2.494700095,38,37.25013588,986.5,168,27,0.36,1.13,0,0,31.34,0,30.51,14.78333333,18.15833333
Mg5Bi,0.005049792,3.702529547,189,24.70460269,859.9,142.1666667,1.944444444,0.71,1.428333333,0.5,1.666666667,10.06,0.067842605,2.777314815,10.36666667,9.038888889
Sr2Mg,0.034421685,2.574042937,63,42.90944585,1007.666667,177,24,0.36,1.07,0,0,31.34,0,25.68,14.78333333,20.62222222
Mg5Ga,0.017090153,2.40455878,187,22.01199225,819.6516667,137.8333333,5.277777778,0.5,1.393333333,0.166666667,1.666666667,4.0325,0.075014534,7.353703704,2.646666667,10.32555556
Ca3Mg,0.035933268,1.588921081,187,37.76346399,1067,167.25,13.125,0.31,1.0775,0,0,14.88,0,14.1421875,14.96666667,21.99166667
Mg2Zn,0.009352788,3.16425577,12,19.9449747,846.2266667,134.6666667,8.444444444,0.34,1.423333333,0,3.333333333,8.93,0.167392032,12.01925926,4.95,9.116666667
CaMg,-0.007884957,1.670551311,8,31.99856424,1019,158.5,17.5,0.31,1.155,0,0,14.88,0,20.2125,14.96666667,18.25
MgZn2,-0.05028516,5.007277455,63,17.14756198,769.4533333,128.3333333,8.444444444,0.34,1.536666667,0,6.666666667,8.93,0.393623302,12.9762963,4.95,7.466666667
MgGa3,-0.020593779,4.883842694,225,19.84567902,457.9325,126.75,7.125,0.5,1.685,0.75,7.5,4.0325,0.377536574,12.005625,2.646666667,8.781666667
Mg3Ga,-0.012984856,2.78142545,187,21.28908141,767.9775,136.25,7.125,0.5,1.435,0.25,2.5,4.0325,0.114249807,10.224375,2.646666667,10.105
Mg2Ga,-0.035831951,3.289906267,63,19.90903422,716.3033333,134.6666667,8.444444444,0.5,1.476666667,0.333333333,3.333333333,4.0325,0.154708954,12.46962963,2.646666667,9.884444444
Mg2Zn,0.010089338,3.168061296,63,19.92101648,846.2266667,134.6666667,8.444444444,0.34,1.423333333,0,3.333333333,8.93,0.167392032,12.01925926,4.95,9.116666667
Sr5Mg,0.058765531,2.581408133,155,49.57511092,1028.833333,186,15,0.36,1.01,0,0,31.34,0,15.15,14.78333333,23.08611111
MgBi,-0.06740088,7.045825852,12,27.49000106,733.7,144.5,3.5,0.71,1.665,1.5,5,10.06,0.179083095,5.8275,10.36666667,5.583333333
MgSn2,-0.001984523,5.595378787,12,25.89068609,644.3866667,139.6666667,0.888888889,0.65,1.743333333,1.333333333,6.666666667,10.395,0.223563604,1.54962963,3.706666667,8.295555556
Mg2Ga,-0.034564074,3.148036493,187,20.80625704,716.3033333,134.6666667,8.444444444,0.5,1.476666667,0.333333333,3.333333333,4.0325,0.154708954,12.46962963,2.646666667,9.884444444
MgGa5,0.014964185,5.391325115,187,19.14335268,406.2583333,125.1666667,5.277777778,0.5,1.726666667,0.833333333,8.333333333,4.0325,0.426703079,9.112962963,2.646666667,8.561111111
MgZn,-0.023636267,4.087066398,38,18.22500387,807.84,131.5,9.5,0.34,1.48,0,5,8.93,0.271370421,14.06,4.95,8.291666667
MgGa,-0.050236623,3.867066409,38,20.18806388,612.955,131.5,9.5,0.5,1.56,0.5,5,4.0325,0.239535302,14.82,2.646666667,9.443333333
Mg2Sn,-0.083967842,3.996950426,194,23.17111523,783.6933333,140.3333333,0.888888889,0.65,1.526666667,0.666666667,3.333333333,10.395,0.126478214,1.357037037,3.706666667,9.531111111
Mg5Au,-0.178331147,4.283151668,155,20.57938226,992.055,140.1666667,1.388888889,1.23,1.515,0,1.666666667,6.19,0.07624857,2.104166667,4.966666667,9.938888889
Mg2Ga,-0.033247571,3.125171332,194,20.95848499,716.3033333,134.6666667,8.444444444,0.5,1.476666667,0.333333333,3.333333333,4.0325,0.154708954,12.46962963,2.646666667,9.884444444
Mg2Ga,-0.033180641,3.277041645,63,19.98719075,716.3033333,134.6666667,8.444444444,0.5,1.476666667,0.333333333,3.333333333,4.0325,0.154708954,12.46962963,2.646666667,9.884444444
Ca2Mg,0.024744438,1.629970227,155,35.47336198,1051,164.3333333,15.55555556,0.31,1.103333333,0,0,14.88,0,17.16296296,14.96666667,20.74444444
MgSn2,6.70E-05,5.617493645,63,25.78876006,644.3866667,139.6666667,0.888888889,0.65,1.743333333,1.333333333,6.666666667,10.395,0.223563604,1.54962963,3.706666667,8.295555556
Mg5Bi,0.009264504,3.744335169,155,24.42877501,859.9,142.1666667,1.944444444,0.71,1.428333333,0.5,1.666666667,10.06,0.067842605,2.777314815,10.36666667,9.038888889
Mg5Zn,0.048721694,2.411182632,187,21.45635961,884.6133333,137.8333333,5.277777778,0.34,1.366666667,0,1.666666667,8.93,0.077875555,7.212962963,4.95,9.941666667
MgGa2,-0.035320475,4.873745882,38,18.59725827,509.6066667,128.3333333,8.444444444,0.5,1.643333333,0.666666667,6.666666667,4.0325,0.330005775,13.87703704,2.646666667,9.002222222
MgZn,-0.021685591,4.033405725,5,18.46747042,807.84,131.5,9.5,0.34,1.48,0,5,8.93,0.271370421,14.06,4.95,8.291666667
MgSn2,0.001126037,5.575543946,8,25.98279148,644.3866667,139.6666667,0.888888889,0.65,1.743333333,1.333333333,6.666666667,10.395,0.223563604,1.54962963,3.706666667,8.295555556
MgTl3,0.076251679,9.212974794,225,28.72358788,663.5,144,1.5,0.31,1.5425,0.75,7.5,4.02,0.289519398,2.31375,3.216666667,8.354166667
Mg2Ga,-0.031378174,3.112787717,63,21.04186421,716.3033333,134.6666667,8.444444444,0.5,1.476666667,0.333333333,3.333333333,4.0325,0.154708954,12.46962963,2.646666667,9.884444444
MgSn3,0.02267488,6.046063877,25,26.12142349,609.56,139.5,0.75,0.65,1.7975,1.5,7.5,10.395,0.244409141,1.348125,3.706666667,7.986666667
MgZn3,-0.013537836,5.506519115,44,16.62583902,750.26,126.75,7.125,0.34,1.565,0,7.5,8.93,0.463177397,11.150625,4.95,7.054166667
Mg29Pd4,-0.10786893,2.724721112,216,20.87821047,1032.70303,140.7575758,0.426078972,0.89,1.417878788,0,1.212121212,8.48,0.055443898,0.604128336,5.966666667,10.04343434
